V_fL,S_site_nM,Nc_molecules,C_total_nM,M_loci,site_copies,total_site_nM,ratio_copies_per_cas9,d_on_max_pp,d_on_final_pp,t10_delay_pct,t50_delay_pct,t90_delay_pct,depletion_max_pct,dur_gt5pct_depl_s,t50_A_s,t50_B_s,on_B_final,on_A_final
250,0.013284312537390774,300,1.9926468806086157,100,200,1.3284312537390774,0.6666666666666666,0.40767518874811337,0.0,0.9184776353651327,1.1053538900746522,0.8002299297020246,1.22738296665178,0.0,4391.322744834698,4439.862401620461,1.0,1.0
250,0.013284312537390774,300,1.9926468806086157,300,600,3.9852937612172323,2.0,1.305146545813074,0.0,2.8337120971355825,3.485013669432434,3.5252477101178252,3.7045502971848387,0.0,4391.322744834698,4544.360942761083,1.0,1.0
250,0.013284312537390774,300,1.9926468806086157,1000,2000,13.284312537390774,6.666666666666667,4.204551982299143,0.0,9.509081125229608,12.013426276999159,11.644356927053884,11.214107327103385,31622714.393350407,4391.322744834698,4918.87106537051,1.0,1.0
250,0.013284312537390774,300,1.9926468806086157,3000,6000,39.85293761217232,20.0,11.19588326920191,0.0,29.088261930246418,35.65671598528717,35.30471640561454,27.069472926150738,31622759.42160952,4391.322744834698,5957.124223957723,1.0,1.0
250,0.013284312537390774,300,1.9926468806086157,10000,20000,132.84312537390772,66.66666666666667,28.390408251060784,0.0,104.98737287927864,120.38012164658116,121.44671035586634,55.42031086320355,31622771.857063003,4391.322744834698,9677.602406960694,1.0,1.0
250,0.013284312537390774,300,1.9926468806086157,30000,60000,398.5293761217232,200.0,51.856429404346585,0.0,347.2625701208462,373.5657070081864,372.347645952475,79.20479714400042,31622775.026939977,4391.322744834698,20795.798603587737,1.0,1.0
250,0.013284312537390774,1000,6.642156268695386,10,20,0.13284312537390774,0.02,0.11107392415522499,0.0,0.05616576938402813,0.055336322732384126,-0.3644425641386434,0.11057486533225802,0.0,1320.7244487015098,1321.4552890448488,1.0,1.0
250,0.013284312537390774,1000,6.642156268695386,30,60,0.39852937612172323,0.06,0.093280702349674,0.0,0.16872678008928607,0.22934107785982832,-0.2034149567365995,0.28704546096042227,0.0,1320.7244487015098,1323.7534123877201,1.0,1.0
250,0.013284312537390774,1000,6.642156268695386,100,200,1.3284312537390774,0.2,0.34788547578427087,0.0,0.5912496748426934,0.9933324062331973,0.5414549636753203,1.1241929586885857,0.0,1320.7244487015098,1333.8436326475066,1.0,1.0
250,0.013284312537390774,1000,6.642156268695386,300,600,3.9852937612172323,0.6,1.1278162983249906,0.0,1.8247169227543163,3.1395410830073773,2.568812957874685,3.39496149260472,0.0,1320.7244487015098,1362.1891353618164,1.0,1.0
250,0.013284312537390774,1000,6.642156268695386,1000,2000,13.284312537390774,2.0,3.700242738961834,0.0,6.225799309877457,10.348314918027182,10.434254959157725,10.39623416086972,31622714.393350407,1320.7244487015098,1457.3971738525204,1.0,1.0
250,0.013284312537390774,1000,6.642156268695386,3000,6000,39.85293761217232,6.0,10.15055836225277,0.0,19.55003604385552,31.20697178647153,32.51447828641742,25.705018001690416,31622759.42160952,1320.7244487015098,1732.8825547848217,1.0,1.0
250,0.013284312537390774,1000,6.642156268695386,10000,20000,132.84312537390772,20.0,26.714796081715214,0.0,76.58309355894926,109.94516022189964,113.63597979392436,54.245803562221326,31622771.857063003,1320.7244487015098,2772.7970599161854,1.0,1.0
250,0.013284312537390774,1000,6.642156268695386,30000,60000,398.5293761217232,60.0,50.545176630954145,0.0,281.0862033285824,355.7670616577928,357.3609496022473,78.78677648625381,31622775.026939977,1320.7244487015098,6019.427012442954,1.0,1.0
250,0.013284312537390774,3000,19.92646880608616,10,20,0.13284312537390774,0.006666666666666667,0.1141258384157906,0.0,0.025144346897545727,0.02601877853603958,-0.37894117450476,0.09476544640554252,0.0,444.95546524837386,445.07123722546083,1.0,1.0
250,0.013284312537390774,3000,19.92646880608616,30,60,0.39852937612172323,0.02,0.09769683341891433,0.0,0.07940890109801518,0.16482743017418994,-0.2392879712078056,0.25542252928446585,0.0,444.95546524837386,445.68887390716236,1.0,1.0
250,0.013284312537390774,3000,19.92646880608616,100,200,1.3284312537390774,0.06666666666666667,0.2588706624992665,0.0,0.27562261022317797,0.7082835924458045,0.34325259976659345,0.9477313688660893,0.0,444.95546524837386,448.107011802419,1.0,1.0
250,0.013284312537390774,3000,19.92646880608616,300,600,3.9852937612172323,0.2,0.8630577007994078,0.0,0.8476597841153078,2.270931408821749,1.967931168118746,2.865861763693811,0.0,444.95546524837386,455.0600986639681,1.0,1.0
250,0.013284312537390774,3000,19.92646880608616,1000,2000,13.284312537390774,0.6666666666666666,2.922211277656217,0.0,2.887493522577384,7.666835231768912,8.321509642641992,8.957365724521594,31622701.839754675,444.95546524837386,479.06946762371746,1.0,1.0
250,0.013284312537390774,3000,19.92646880608616,3000,6000,39.85293761217232,2.0,8.277857123712673,0.0,9.105402944732024,23.75678417056728,26.357840252264747,23.031034167767917,31622759.42160952,444.95546524837386,550.6625747825735,1.0,1.0
250,0.013284312537390774,3000,19.92646880608616,10000,20000,132.84312537390772,6.666666666666667,23.34268917725506,0.0,37.641149290499946,88.70324718714815,100.17148635617616,51.5539625853528,31622771.857063003,444.95546524837386,839.645411460364,1.0,1.0
250,0.013284312537390774,3000,19.92646880608616,30000,60000,398.5293761217232,20.0,47.28155725443488,0.0,177.84994272078853,309.8871688216253,333.63472121472427,77.71784090835911,31622775.026939977,444.95546524837386,1823.8153590236507,1.0,1.0
250,0.013284312537390774,10000,66.42156268695386,10,20,0.13284312537390774,0.002,0.1225577986116666,0.0,0.03140603568426789,-0.011957368773591047,-0.5145691059619,0.06612983440114073,0.0,138.09713295875716,138.08062017530352,1.0,1.0
250,0.013284312537390774,10000,66.42156268695386,30,60,0.39852937612172323,0.006,0.1079630520945507,0.0,0.04882985127768122,0.05966199307107426,-0.39334871277488537,0.18934462256244844,0.0,138.09713295875716,138.17952446065436,1.0,1.0
250,0.013284312537390774,10000,66.42156268695386,100,200,1.3284312537390774,0.02,0.13508705529956533,0.0,0.11035841148548586,0.3228747786961874,0.06688862210776639,0.6694718566705116,0.0,138.09713295875716,138.54301377118352,1.0,1.0
250,0.013284312537390774,10000,66.42156268695386,300,600,3.9852937612172323,0.06,0.49875147360997074,0.0,0.28862322217868464,1.0879363980511412,1.3742997067928868,2.0287186098280507,0.0,138.09713295875716,139.59954193288056,1.0,1.0
250,0.013284312537390774,10000,66.42156268695386,1000,2000,13.284312537390774,0.2,1.792153005202679,0.0,0.9153708025709331,3.963364134459302,5.723522867408091,6.536762090697456,31622686.7528526,138.09713295875716,143.57042519716111,1.0,1.0
250,0.013284312537390774,10000,66.42156268695386,3000,6000,39.85293761217232,0.6,5.375040793811136,0.0,2.753008968320445,13.040854660892887,17.801886741103523,17.870405884471154,31622759.42160952,138.09713295875716,156.10617935876869,1.0,1.0
250,0.013284312537390774,10000,66.42156268695386,10000,20000,132.84312537390772,2.0,17.046876253131295,0.0,10.139460939497928,52.222496008924146,70.69408871022202,44.9732349538378,31622771.857063003,138.09713295875716,210.2149027065828,1.0,1.0
250,0.013284312537390774,10000,66.42156268695386,30000,60000,398.5293761217232,6.0,39.95704216101718,0.0,41.40445295882502,215.91737902257188,266.7405937892987,74.60279544267112,31622775.026939977,138.09713295875716,436.2728429486218,1.0,1.0
250,0.013284312537390774,30000,199.2646880608616,10,20,0.13284312537390774,0.0006666666666666666,0.13550025489066364,0.0,0.07953760902014068,-0.043719917913486034,-0.5275029124316873,0.03729409647377224,0.0,50.758479328861384,50.73628776336467,1.0,1.0
250,0.013284312537390774,30000,199.2646880608616,30,60,0.39852937612172323,0.002,0.12683182846218166,0.0,0.08573956374626547,-0.013096188687516993,-0.47009263212506774,0.1117755515096519,0.0,50.758479328861384,50.75183190263356,1.0,1.0
250,0.013284312537390774,30000,199.2646880608616,100,200,1.3284312537390774,0.006666666666666667,0.09796714142426,0.0,0.10744649150134315,0.0965760423789141,-0.260083675583362,0.3883896650696994,0.0,50.758479328861384,50.80749985936892,1.0,1.0
250,0.013284312537390774,30000,199.2646880608616,300,600,3.9852937612172323,0.02,0.20070697217804412,0.0,0.17002243337270784,0.41472141475526403,0.3439480719524273,1.1795507415242934,0.0,50.758479328861384,50.968985612442296,1.0,1.0
250,0.013284312537390774,30000,199.2646880608616,1000,2000,13.284312537390774,0.06666666666666667,0.8206624207542812,0.0,0.38909068258822893,1.53486240316034,2.424354505302318,3.8927792797713745,0.0,50.758479328861384,51.53755214449599,1.0,1.0
250,0.013284312537390774,30000,199.2646880608616,3000,6000,39.85293761217232,0.2,2.6364720746573145,0.0,1.0216606706093627,4.8323956027165655,8.1746135482121,11.259823110710865,31622755.954683222,50.758479328861384,53.21132985195508,1.0,1.0
250,0.013284312537390774,30000,199.2646880608616,10000,20000,132.84312537390772,0.6666666666666666,9.099300702374869,0.0,3.3158262810106947,18.8301026116658,35.654767583878645,33.02393049416785,31622771.857063003,50.758479328861384,60.31635307060716,1.0,1.0
250,0.013284312537390774,30000,199.2646880608616,30000,60000,398.5293761217232,2.0,26.993092748272073,0.0,10.69897290636506,88.67284135773384,160.53666625632383,67.03550050546822,31622775.026939977,50.758479328861384,95.76746517974077,1.0,1.0
500,0.006642156268695387,10,0.03321078134347693,10,20,0.06642156268695387,2.0,0.11820032427056759,0.0,0.05938753867602543,0.015094190671753186,-0.4376409128786299,0.061058770884681035,0.0,262604.51409275574,262644.1521188255,1.0,1.0
500,0.006642156268695387,10,0.03321078134347693,30,60,0.19926468806086162,6.0,0.10504577799183012,0.0,0.15227343378546063,0.1035557350867165,-0.34439865071313736,0.1543514549972369,0.0,262604.51409275574,262876.4561276954,1.0,1.0
500,0.006642156268695387,10,0.03321078134347693,100,200,0.6642156268695387,20.0,0.2105181467061512,0.0,0.6443223394610356,0.5713727451669027,0.14251126531312783,0.6486656375745969,0.0,262604.51409275574,264104.9647138597,1.0,1.0
500,0.006642156268695387,10,0.03321078134347693,300,600,1.9926468806086162,60.0,0.6971581431418183,0.0,1.998094900079484,1.9450689227657407,1.4548954922423347,1.9838214544931843,0.0,262604.51409275574,267712.3528861539,1.0,1.0
500,0.006642156268695387,10,0.03321078134347693,1000,2000,6.642156268695387,200.0,2.3005579520028685,0.0,6.5456809473988224,6.706030563493892,5.558499299856176,6.216485396604343,31622451.262808222,262604.51409275574,280214.85306893056,1.0,1.0
500,0.006642156268695387,10,0.03321078134347693,3000,6000,19.92646880608616,600.0,6.37667009508055,0.0,19.145412899985555,19.111413921432707,18.25797720749753,16.153295890835185,31622740.76294086,262604.51409275574,312791.9497573894,1.0,1.0
500,0.006642156268695387,10,0.03321078134347693,10000,20000,66.42156268695386,2000.0,17.797856835424795,0.0,63.3247342627433,63.43494339048819,60.637857829190914,38.887528870761145,31622766.704098824,262604.51409275574,429187.53894836194,1.0,1.0
500,0.006642156268695387,10,0.03321078134347693,30000,60000,199.2646880608616,6000.0,37.458401786560444,0.0,192.05393085781702,191.61914853752177,187.071145488246,65.83511730301275,31622773.316666637,262604.51409275574,765805.0480183907,1.0,1.0
500,0.006642156268695387,30,0.09963234403043081,10,20,0.06642156268695387,0.6666666666666666,0.11812399320957345,0.0,0.05889828456656629,0.015035853913172983,-0.43349433822553174,0.06098892440299375,0.0,87519.36577675649,87532.52506074042,1.0,1.0
500,0.006642156268695387,30,0.09963234403043081,30,60,0.19926468806086162,2.0,0.10523333756357056,0.0,0.15128276726588707,0.10318738077478933,-0.3412486576669228,0.15422385297498842,0.0,87519.36577675649,87609.67471797223,1.0,1.0
500,0.006642156268695387,30,0.09963234403043081,100,200,0.6642156268695387,6.666666666666667,0.20981086907905233,0.0,0.6350027360603157,0.5681018025595217,0.13969574916023986,0.6473686103982912,0.0,87519.36577675649,88016.5648713229,1.0,1.0
500,0.006642156268695387,30,0.09963234403043081,300,600,1.9926468806086162,20.0,0.6947175600759858,0.0,1.967743218120979,1.988532257169269,1.4366237160273712,1.9796838515885096,0.0,87519.36577675649,89259.71659649725,1.0,1.0
500,0.006642156268695387,30,0.09963234403043081,1000,2000,6.642156268695387,66.66666666666667,2.294689828612584,0.0,6.461065835560113,6.720226238598406,5.495826736371567,6.2038270759732335,31622451.262808222,87519.36577675649,93400.86515954099,1.0,1.0
500,0.006642156268695387,30,0.09963234403043081,3000,6000,19.92646880608616,200.0,6.360782988362967,0.0,18.917245966299838,19.063220062800383,18.245627354840668,16.129775860551433,31622740.76294086,87519.36577675649,104203.37507234678,1.0,1.0
500,0.006642156268695387,30,0.09963234403043081,10000,20000,66.42156268695386,666.6666666666666,17.76883499596027,0.0,62.76827633292903,63.33211344016605,60.687076881225856,38.85728511024394,31622766.704098824,87519.36577675649,142947.22979260577,1.0,1.0
500,0.006642156268695387,30,0.09963234403043081,30000,60000,199.2646880608616,2000.0,37.44245038588201,0.0,191.03006320716932,191.41518966359502,187.070682589714,65.81849373552829,31622773.316666637,87519.36577675649,255044.72577071039,1.0,1.0
500,0.006642156268695387,100,0.33210781343476936,10,20,0.06642156268695387,0.2,0.11763391649876054,0.0,0.05744660873671844,0.014787818006901191,-0.36501082221709313,0.06074923108546626,0.0,26324.812170032666,26328.70503534703,1.0,1.0
500,0.006642156268695387,100,0.33210781343476936,30,60,0.19926468806086162,0.6,0.10686919208849899,0.0,0.14921748418145553,0.10825069816226116,-0.28726451207564696,0.15378769883456211,0.0,26324.812170032666,26353.30896299663,1.0,1.0
500,0.006642156268695387,100,0.33210781343476936,100,200,0.6642156268695387,2.0,0.20749476975908676,0.0,0.6102843324350113,0.5963677251881193,0.11622723673763655,0.6430884979515161,0.0,26324.812170032666,26481.804853531135,1.0,1.0
500,0.006642156268695387,100,0.33210781343476936,300,600,1.9926468806086162,6.0,0.6904119384585461,0.0,1.8870173944751465,1.934644985328044,1.3457678500241168,1.966191403001727,0.0,26324.812170032666,26834.10382857723,1.0,1.0
500,0.006642156268695387,100,0.33210781343476936,1000,2000,6.642156268695387,20.0,2.2676945574279572,0.0,6.19856897962113,6.336728079234065,6.513628035557987,6.163124929496789,31622451.262808222,26324.812170032666,27992.943934616753,1.0,1.0
500,0.006642156268695387,100,0.33210781343476936,3000,6000,19.92646880608616,60.0,6.320307537909608,0.0,18.11059959506371,18.80169294964741,18.458093802130783,16.052672417753953,31622740.76294086,26324.812170032666,31274.322523813622,1.0,1.0
500,0.006642156268695387,100,0.33210781343476936,10000,20000,66.42156268695386,200.0,17.651428046509142,0.0,60.83362969124313,62.14474644634682,62.56975241004613,38.757656304288844,31622766.704098824,26324.812170032666,42684.29994557652,1.0,1.0
500,0.006642156268695387,100,0.33210781343476936,30000,60000,199.2646880608616,600.0,37.44420824790298,0.0,187.39476716212897,189.89949223656876,188.93867303350498,65.76319306897882,31622773.316666637,26324.812170032666,76315.49681315516,1.0,1.0
500,0.006642156268695387,300,0.9963234403043079,10,20,0.06642156268695387,0.06666666666666667,0.11787193034653587,0.0,0.05171327474786014,0.01328820303489677,-0.36271850684561974,0.06008921406112089,0.0,8779.650498226974,8780.817156010933,1.0,1.0
500,0.006642156268695387,300,0.9963234403043079,30,60,0.19926468806086162,0.2,0.10706148681003391,0.0,0.13884836692226973,0.1053314505659533,-0.2861326172733782,0.15258556757926645,0.0,8779.650498226974,8788.898231451378,1.0,1.0
500,0.006642156268695387,300,0.9963234403043079,100,200,0.6642156268695387,0.6666666666666666,0.20073196383305625,0.0,0.5344420765692611,0.5739726280823907,0.10532960984533002,0.6320082589608034,0.0,8779.650498226974,8830.043288928096,1.0,1.0
500,0.006642156268695387,300,0.9963234403043079,300,600,1.9926468806086162,2.0,0.6703936746775718,0.0,1.6478975853791724,1.8635142660575643,1.478813586285894,1.9315549747953242,0.0,8779.650498226974,8943.260537771428,1.0,1.0
500,0.006642156268695387,300,0.9963234403043079,1000,2000,6.642156268695387,6.666666666666667,2.2083494467242892,0.0,5.460785074485507,6.12675876898106,6.512460281959734,6.060132765939574,7999716.602604984,8779.650498226974,9317.558505012985,1.0,1.0
500,0.006642156268695387,300,0.9963234403043079,3000,6000,19.92646880608616,20.0,6.191720730719452,0.0,16.144687231396713,18.297101776186324,18.221099887145822,15.852584878095277,31622740.76294086,8779.650498226974,10386.072085481013,1.0,1.0
500,0.006642156268695387,300,0.9963234403043079,10000,20000,66.42156268695386,66.66666666666667,17.41001210113301,0.0,55.72273053359298,60.866728044724624,61.95886861590496,38.49488862328765,31622766.704098824,8779.650498226974,14123.536490260098,1.0,1.0
500,0.006642156268695387,300,0.9963234403043079,30000,60000,199.2646880608616,200.0,37.163822259095944,0.0,177.4886158542995,187.5528892414128,187.83160699489022,65.61434131127533,31622773.316666637,8779.650498226974,25246.138672949757,1.0,1.0
500,0.006642156268695387,1000,3.321078134347693,10,20,0.06642156268695387,0.02,0.11900456082352129,0.0,0.03760741859557391,0.008783126421782134,-0.45162567676751764,0.05796891193933229,0.0,2633.5287579774767,2633.760064137644,1.0,1.0
500,0.006642156268695387,1000,3.321078134347693,30,60,0.19926468806086162,0.06,0.10626080301328056,0.0,0.10924970094107173,0.0925604823955499,-0.3596728781867978,0.14869796431841165,0.0,2633.5287579774767,2635.9663648998862,1.0,1.0
500,0.006642156268695387,1000,3.321078134347693,100,200,0.6642156268695387,0.2,0.18146376024884558,0.0,0.39153441416148926,0.4886499868025841,0.0888449397375775,0.6000676680656292,0.0,2633.5287579774767,2646.397495905776,1.0,1.0
500,0.006642156268695387,1000,3.321078134347693,300,600,1.9926468806086162,0.6,0.6111520521652758,0.0,1.2063319043372858,1.59195409159699,1.31277760503631,1.8322396357284276,0.0,2633.5287579774767,2675.4533267934826,1.0,1.0
500,0.006642156268695387,1000,3.321078134347693,1000,2000,6.642156268695387,2.0,2.0501324602802518,0.0,4.04699795913549,5.747058625270028,5.2005065044375245,5.770034375233191,1058718.8488148004,2633.5287579774767,2784.879199611788,1.0,1.0
500,0.006642156268695387,1000,3.321078134347693,3000,6000,19.92646880608616,6.0,5.773592449624876,0.0,12.352889232620825,16.934411508281563,16.779288859061317,15.261469407661355,31622740.76294086,2633.5287579774767,3079.501355042319,1.0,1.0
500,0.006642156268695387,1000,3.321078134347693,10000,20000,66.42156268695386,20.0,16.626832579598847,0.0,44.11790231350161,57.60457415829446,57.183435113241764,37.68701809641571,31622766.704098824,2633.5287579774767,4150.561784346623,1.0,1.0
500,0.006642156268695387,1000,3.321078134347693,30000,60000,199.2646880608616,60.0,36.126739088819356,0.0,149.44813841480828,180.73877689020023,179.3194493025373,65.13311851984895,31622773.316666637,2633.5287579774767,7393.33642419765,1.0,1.0
500,0.006642156268695387,3000,9.96323440304308,10,20,0.06642156268695387,0.006666666666666667,0.12021026832407244,0.0,0.020868533843509163,-0.0005886451550592012,-0.45322524333849534,0.052999979070722514,0.0,881.8576485698421,881.8524575575193,1.0,1.0
500,0.006642156268695387,3000,9.96323440304308,30,60,0.19926468806086162,0.02,0.10808360667384775,0.0,0.06508527351601318,0.0738356570771414,-0.3684646424818443,0.13923644484329367,0.0,881.8576485698421,882.5087739591487,1.0,1.0
500,0.006642156268695387,3000,9.96323440304308,100,200,0.6642156268695387,0.06666666666666667,0.14597209839953829,0.0,0.2279165468490877,0.38615275630503276,0.011064514174806027,0.5368731773846447,0.0,881.8576485698421,885.2629661864813,1.0,1.0
500,0.006642156268695387,3000,9.96323440304308,300,600,1.9926468806086162,0.2,0.5059744494570806,0.0,0.7012462292412205,1.3160707246589223,1.0641930776637878,1.6371866168949811,0.0,881.8576485698421,893.4635189158354,1.0,1.0
500,0.006642156268695387,3000,9.96323440304308,1000,2000,6.642156268695387,0.6666666666666666,1.7296851922261602,0.0,2.3846036994707,4.754120808620849,4.480396305513404,5.201529215044987,14766.98493071627,881.8576485698421,923.7822265429155,1.0,1.0
500,0.006642156268695387,3000,9.96323440304308,3000,6000,19.92646880608616,2.0,5.001817799527619,0.0,7.422665112586037,14.156943396232569,14.694187154278929,14.031954058130635,31622740.76294086,881.8576485698421,1006.7017367132222,1.0,1.0
500,0.006642156268695387,3000,9.96323440304308,10000,20000,66.42156268695386,6.666666666666667,14.870920689615485,0.0,27.693622852592515,49.09919079092756,52.393679835655206,35.831891935883284,31622766.704098824,881.8576485698421,1314.8426179455364,1.0,1.0
500,0.006642156268695387,3000,9.96323440304308,30000,60000,199.2646880608616,20.0,33.91933075833039,0.0,105.06693375691599,161.9673602590526,168.79819891857542,63.92686880200606,31622773.316666637,881.8576485698421,2310.1792032009685,1.0,1.0
500,0.006642156268695387,10000,33.21078134347693,10,20,0.06642156268695387,0.002,0.12184568285485975,0.0,0.008864956946269521,-0.019368718973957134,-0.3909309567844191,0.041915139157200354,0.0,269.88182731575534,269.8295546630608,1.0,1.0
500,0.006642156268695387,10000,33.21078134347693,30,60,0.19926468806086162,0.006,0.11373261150534608,0.0,0.025915902771692957,0.03576888908981819,-0.33359498820545247,0.11586028343637533,0.0,269.88182731575534,269.9783610472415,1.0,1.0
500,0.006642156268695387,10000,33.21078134347693,100,200,0.6642156268695387,0.02,0.08927082251418694,0.0,0.08680045879486772,0.24417136659643096,-0.10450098067775243,0.4205975785254612,0.0,269.88182731575534,270.54080146170764,1.0,1.0
